Class,Gender,Age,Institute,Department,Students ID,Academic year,Nationality,psychological factor,Teachers factor,eco_status of fam,Family size,Family satisfaction,Accomodation,Institutional factor,Father education,Mother education,Father job,Mother job,Location_student,No of absence,Credit hour,CGPA,Grade
Medium,M,24,college of social science,Geography,RAS/348/07,2007,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,sometimes,degree,primary,merchant,civil servant,rural,Above-7,181  ,2.65 ,Medium
High,M,24,college of social science,Geography,RAS/349/07,2007,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Above-7,181  ,3.79 ,High
Medium,M,24,college of social science,Geography,RAS/376/09,2009,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Above-7,181  ,2.64 ,Medium
Medium,F,24,college of social science,civics,RAS/352/07,2007,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Above-7,254  ,2.82 ,Medium
Low,F,24,college of social science,civics,RAS/276/05,2005,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,181  ,2.20 ,Low
Medium,M,24,college of social science,civics,RAS/277/05,2005,Ethiopian,Medium,<=5,low_middle class,<=3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,181  ,2.97 ,Medium
Medium,M,24,college of social science,civics,RAS/607/11,2011,Ethiopian,Medium,<=5,poor,<=3,no,dormatory,never,secondary,secodary,farmer,house wife,urban,Under-7,181  ,2.60 ,Medium
Medium,F,24,college of social science,civics,RAS/381/09,2009,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,never,secondary,secodary,farmer,house wife,urban,Under-7,181  ,2.75 ,Medium
Medium,M,24,college of social science,civics,RAS/610/11,2011,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,never,secondary,secodary,farmer,house wife,urban,Under-7,181  ,2.82 ,Medium
High,M,24,college of social science,civics,RAS/281/05,2005,Ethiopian,High,<=5,poor,>3,yes,dormatory,sometimes,degree,secodary,farmer,house wife,urban,Above-7,181  ,3.72 ,High
Medium,F,24,college of social science,civics,RAS/617/11,2011,Ethiopian,Medium,>=6,poor,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Under-7,181  ,2.62 ,Medium
Medium,M,24,college of social science,civics,RAS/T/003/09,2009,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,secondary,secodary,farmer,house wife,urban,Under-7,181  ,2.97 ,Medium
Medium,M,24,college of social science,civics,RAS/234/06,2006,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,secondary,secodary,farmer,house wife,rural,Above-7,254  ,2.55 ,Medium
High,M,24,college of social science,civics,RAS/400/10,2010,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,primary,farmer,house wife,rural,Under-7,181  ,3.76 ,High
Medium,M,24,college of social science,civics,RAS/405/10,2010,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,2.71 ,Medium
Low,F,24,college of social science,civics,RAS/288/05,2005,Ethiopian,Low,<=5,low_middle class,<=3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,180  ,2.40 ,Low
Medium,M,24,college of social science,civics,RAS/366/07,2007,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.30 ,Medium
Medium,M,24,college of social science,civics,RAS/395/09,2009,Ethiopian,Medium,>=6,poor,<=3,yes,dormatory,never,degree,primary,civil servant,house wife,urban,Under-7,181  ,2.89 ,Medium
Low,M,24,college of social science,civics,RAS/399/09,2009,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.47 ,Low
Medium,M,24,college of social science,civics,RAS/237/06,2006,Ethiopian,Medium,<=5,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Above-7,180  ,2.55 ,Medium
Medium,F,24,college of social science,civics,RAS/064/08,2008,Ethiopian,Medium,>=6,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.23 ,Medium
Medium,F,24,college of social science,civics,RAS/404/09,2009,Ethiopian,Medium,>=6,poor,>3,no,dormatory,never,college,secodary,civil servant,house wife,rural,Under-7,254  ,2.28 ,Medium
Low,M,24,college of social science,civics,RAS/405/09,2009,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,181  ,2.14 ,Low
Medium,M,24,college of social science,civics,RAS/636/11,2011,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,never,primary,primary,farmer,house wife,rural,Under-7,180  ,2.51 ,Medium
Medium,M,24,college of social science,civics,RAS/294/05,2005,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,never,primary,high school,farmer,house wife,rural,Under-7,254  ,3.40 ,Medium
Medium,M,24,college of social science,civics,RAS/295/05,2005,Ethiopian,Low,>=6,low_middle class,<=3,no,dormatory,sometimes,college,primary,farmer,civil servant,urban,Under-7,254  ,3.00 ,Medium
Medium,M,24,college of social science,civics,RAS/240/06,2006,Ethiopian,Low,>=6,mid_middle class,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Above-7,181  ,2.99 ,Medium
Medium,M,24,college of social science,civics,RAS/376/07,2007,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,181  ,3.01 ,Medium
Medium,M,24,college of social science,civics,RAS/643/11,2011,Ethiopian,Medium,>=6,poor,>3,yes,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,254  ,2.87 ,Medium
Low,M,24,college of social science,civics,RAS/300/05,2005,Ethiopian,Low,>=6,low_middle class,>3,yes,dormatory,sometimes,primary,primary,farmer,house wife,urban,Under-7,181  ,2.45 ,Low
Low,M,24,college of social science,civics,RAS/243/06,2006,Ethiopian,Low,>=6,low_middle class,>3,yes,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,181  ,2.25 ,Low
Medium,M,24,college of social science,civics,RAS/302/05,2005,Ethiopian,Medium,>=6,low_middle class,>3,yes,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,254  ,3.10 ,Medium
Low,M,24,college of social science,civics,RAS/198/08,2008,Ethiopian,Low,>=6,poor,>3,yes,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Above-7,254  ,2.49 ,Low
High,M,24,college of social science,Gamogna,RAS/659/11,2011,Ethiopian,High,>=6,low_middle class,>3,yes,dormatory,sometimes,degree,secodary,merchant,house wife,rural,Above-7,254  ,3.61 ,High
Medium,M,24,college of social science,Gamogna,RAS/660/11,2011,Ethiopian,Medium,>=6,low_middle class,>3,yes,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,181  ,3.07 ,Medium
High,M,24,college of social science,Gamogna,RAS/436/10,2010,Ethiopian,High,>=6,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.71 ,High
High,M,24,college of social science,Gamogna,RAS/310/05,2005,Ethiopian,High,>=6,low_middle class,<=3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,254  ,3.55 ,High
Medium,F,24,college of social science,Gamogna,RAS/423/09,2009,Ethiopian,Medium,<=5,poor,<=3,no,dormatory,Medium,primary,secodary,farmer,house wife,urban,Under-7,181  ,3.10 ,Medium
Medium,F,24,college of social science,Gamogna,RAS/385/07,2007,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,primary,secodary,farmer,house wife,urban,Under-7,181  ,3.33 ,Medium
Medium,M,24,college of social science,Gamogna,RAS/386/07,2007,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,msc,primary,civil servant,merchnt,rural,Under-7,181  ,2.56 ,Medium
High,M,24,college of social science,Gamogna,RAS/036/09,2009,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,always,degree,secodary,civil servant,house wife,urban,Under-7,181  ,3.79 ,High
Medium,F,24,college of social science,Gamogna,RAS/041/07,2007,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,never,primary,secodary,farmer,house wife,urban,Above-7,181  ,3.48 ,Medium
Low,M,24,college of social science,Gamogna,RAS/044/09,2009,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,always,primary,secodary,farmer,house wife,urban,Above-7,181  ,2.46 ,Low
Medium,M,24,college of social science,Gamogna,RAS/022/05,2005,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,181  ,3.07 ,Medium
High,M,24,college of social science,Gamogna,RAS/241/08,2008,Ethiopian,High,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,181  ,3.52 ,High
Medium,F,24,college of social science,Gamogna,RAS/031/06,2006,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Under-7,181  ,2.79 ,Medium
Medium,F,24,college of social science,Gamogna,RAS/069/11,2011,Ethiopian,Low,<=5,low_middle class,<=3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Under-7,254  ,2.60 ,Medium
Medium,M,24,college of social science,Gamogna,RAS/027/05,2005,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,3.37 ,Medium
Medium,M,24,college of social science,Gamogna,RAS/035/06,2006,Ethiopian,Low,<=5,low_middle class,<=3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,181  ,2.55 ,Medium
Medium,F,24,college of social science,Gamogna,RAS/077/11,2011,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,3.32 ,Medium
High,F,24,college of social science,Gamogna,RAS/051/07,2011,Ethiopian,High,<=5,poor,>3,no,dormatory,never,secondary,secodary,farmer,house wife,rural,Under-7,181  ,3.80 ,High
Medium,F,24,college of social science,Gofagna,RAS/055/10,2010,Ethiopian,Medium,<=5,poor,>3,no,dormatory,somet+N3119imes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,2.53 ,Medium
High,F,24,college of social science,Gofagna,RAS/327/08,2008,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,primary,farmer,house wife,rural,Under-7,254  ,3.57 ,High
Medium,F,24,college of social science,Gofagna,RAS/062/10,2010,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,2.56 ,Medium
Medium,F,24,college of social science,Gofagna,RAS/064/09,2009,Ethiopian,Medium,>=6,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.25 ,Medium
Medium,M,24,college of social science,Gofagna,RNS/T/009/06,2006,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.31 ,Medium
Low,F,24,college of social science,Gofagna,RAS/285/08,2008,Ethiopian,Low,<=5,low_middle class,<=3,yes,dormatory,always,degree,primary,civil servant,house wife,rural,Above-7,181  ,2.39 ,Low
Medium,M,24,college of social science,Gofagna,RAS/038/05,2005,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,always,primary,secodary,farmer,house wife,rural,Above-7,181  ,3.23 ,Medium
High,F,24,college of social science,Gofagna,RAS/064/07,2007,Ethiopian,High,<=5,poor,>3,yes,dormatory,always,primary,secodary,farmer,house wife,rural,Above-7,181  ,3.90 ,High
Low,M,24,college of social science,Gofagna,RAS/095/11,2011,Ethiopian,Low,<=5,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,daily labour,rural,Above-7,254  ,2.34 ,Low
Medium,F,24,college of social science,Gofagna,RAS/041/05,2005,Ethiopian,Low,<=5,poor,>3,yes,dormatory,sometimes,college,secodary,civil servant,daily labour,rural,Above-7,181  ,3.37 ,Medium
Medium,M,24,college of social science,Gofagna,RAS/067/07,2007,Ethiopian,Low,>=6,poor,>3,yes,dormatory,sometimes,degree,secodary,civil servant,daily labour,urban,Above-7,254  ,2.66 ,Medium
Medium,M,24,college of social science,Gofagna,RAS/108/11,2011,Ethiopian,Low,<=5,low_middle class,>3,yes,dormatory,never,primary,primary,farmer,daily labour,rural,Under-7,181  ,2.98 ,Medium
High,F,24,college of social science,Gofagna,RAS/072/09,2009,Ethiopian,Low,<=5,low_middle class,>3,yes,dormatory,sometimes,primary,high school,farmer,daily labour,rural,Under-7,181  ,3.52 ,High
Medium,M,24,college of social science,Gofagna,RAS/078/10,2010,Ethiopian,Medium,>=6,mid_middle class,>3,yes,dormatory,always,secondary,college,farmer,civil servant,urban,Under-7,181  ,2.57 ,Medium
Medium,F,24,college of social science,Gofagna,RAS/115/11,2011,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,always,primary,primary,farmer,house wife,rural,Under-7,254  ,3.04 ,Medium
High,M,24,college of social science,Gofagna,RAS/242/08,2008,Ethiopian,High,<=5,low_middle class,>3,yes,dormatory,always,primary,primary,farmer,house wife,rural,Above-7,180  ,3.90 ,High
Medium,F,24,college of social science,Gofagna,RAS/045/05,2005,Ethiopian,Medium,<=5,poor,<=3,yes,dormatory,always,primary,primary,farmer,house wife,urban,Above-7,181  ,2.89 ,Medium
Medium,M,24,college of social science,Gofagna,RAS/073/07,2007,Ethiopian,Medium,<=5,low_middle class,<=3,yes,dormatory,always,primary,primary,farmer,house wife,rural,Under-7,181  ,2.90 ,Medium
Medium,M,24,college of social science,Gofagna,RAS/286/08,2008,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,181  ,3.25 ,Medium
High,M,24,college of social science,Gofagna,RAS/053/05,2005,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Above-7,181  ,3.85 ,High
Medium,M,24,college of social science,Gofagna,RAS/165/08,2008,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,urban,Under-7,254  ,3.14 ,Medium
Low,F,24,college of social science,Gofagna,RAS/128/11,2011,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,degree,secodary,merchant,house wife,rural,Under-7,180  ,2.49 ,Low
Low,F,24,college of social science,Gofagna,RAS/161/08,2008,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,181  ,2.17 ,Low
High,F,24,college of social science,Gofagna,RAS/396/07,2007,Ethiopian,High,>=6,low_middle class,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.74 ,High
Medium,M,24,college of social science,Gofagna,RAS/091/07,2007,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.50 ,Medium
Low,M,24,college of social science,Gofagna,RAS/137/11,2011,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.34 ,Low
Medium,M,24,college of social science,Gofagna,RAS/139/11,2011,Ethiopian,Medium,<=5,poor,<=3,no,dormatory,never,primary,secodary,farmer,house wife,urban,Under-7,180  ,2.53 ,Medium
Low,F,24,college of social science,Gofagna,RAS/063/06,2006,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,never,msc,primary,merchant,civil servant,urban,Under-7,180  ,2.37 ,Low
Medium,M,24,college of social science,sociology,RAS/149/11,2011,Ethiopian,Medium,<=5,poor,<=3,no,dormatory,never,degree,secodary,civil servant,house wife,urban,Above-7,181  ,3.39 ,Medium
High,M,24,college of social science,sociology,RAS/100/07,2007,Ethiopian,High,<=5,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,urban,Above-7,181  ,3.79 ,High
Low,F,24,college of social science,sociology,RAS/064/06,2006,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,never,primary,secodary,farmer,house wife,urban,Under-7,181  ,2.43 ,Low
Low,F,24,college of social science,sociology,RAS/065/06,2006,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,always,primary,secodary,farmer,house wife,urban,Under-7,181  ,2.49 ,Low
High,F,24,college of social science,sociology,RAS/150/11,2011,Ethiopian,High,<=5,low_middle class,>3,yes,dormatory,always,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.53 ,High
Medium,F,24,college of social science,sociology,RAS/092/09,2009,Ethiopian,Medium,>=6,poor,>3,yes,dormatory,always,secondary,secodary,farmer,house wife,rural,Above-7,181  ,3.05 ,Medium
Medium,M,24,college of social science,sociology,RAS/156/11,2011,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,always,secondary,secodary,farmer,house wife,rural,Under-7,181  ,2.68 ,Medium
Low,F,24,college of social science,sociology,RAS/158/11,2011,Ethiopian,Low,<=5,low_middle class,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,2.31 ,Low
Low,F,24,college of social science,sociology,RAS/157/11,2011,Ethiopian,Low,<=5,low_middle class,<=3,yes,dormatory,sometimes,degree,secodary,farmer,house wife,rural,Under-7,181  ,2.34 ,Low
Low,M,24,college of social science,sociology,RAS/101/10,2010,Ethiopian,Low,<=5,low_middle class,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,2.33 ,Low
Low,M,24,college of social science,sociology,RAS/099/10,2010,Ethiopian,Low,<=5,poor,>3,yes,dormatory,always,secondary,secodary,farmer,house wife,rural,Above-7,181  ,2.44 ,Low
Low,M,24,college of social science,sociology,RAS/105/07,2007,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,181  ,2.47 ,Low
High,M,24,college of social science,sociology,RAS/066/06,2006,Ethiopian,High,>=6,poor,>3,no,dormatory,always,secondary,primary,farmer,house wife,rural,Under-7,181  ,3.69 ,High
Low,M,24,college of social science,sociology,RAS/382/08,2008,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,never,secondary,secodary,farmer,house wife,rural,Under-7,181  ,2.37 ,Low
Medium,M,24,college of social science,sociology,RAS/105/10,2010,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,never,primary,secodary,farmer,house wife,urban,Under-7,181  ,3.30 ,Medium
